q_value,grasp_reward,q_value-grasp_reward
0.9611834287643433,0.9611834287643433,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9613543748855591,0.9613543748855591,0.0
0.9488804340362549,0.9488805532455444,-1.1920928955078125e-07
0.9559409022331238,0.9559407830238342,1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9384499788284302,0.9384499788284302,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.6994620561599731,0.6994619369506836,1.1920928955078125e-07
0.9522386193275452,0.9522386193275452,0.0
0.8483406901359558,0.8483407497406006,-5.960464477539063e-08
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.8419104814529419,0.8419105410575867,-5.960464477539063e-08
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.8283453583717346,0.8283454775810242,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9420772194862366,0.9420121908187866,6.502866744995117e-05
0.9348185062408447,0.9348183870315552,1.1920928955078125e-07
0.89528489112854,0.89528489112854,0.0
0.7681171894073486,0.7681170701980591,1.1920928955078125e-07
0.919418215751648,0.919418215751648,0.0
0.8365339040756226,0.8365339040756226,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.8245617747306824,0.8245617747306824,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9485049247741699,0.9546089768409729,-0.0061040520668029785
0.9130325317382812,0.9130325317382812,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9519252181053162,0.9519252181053162,0.0
0.7495821714401245,0.6143436431884766,0.13523852825164795
0.9363294243812561,0.9363294243812561,0.0
0.9209330677986145,0.9209330677986145,0.0
0.9644691944122314,0.9644691944122314,0.0
0.9657636880874634,0.9657636880874634,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9114342927932739,0.9114344120025635,-1.1920928955078125e-07
0.9534651041030884,0.9534652233123779,-1.1920928955078125e-07
0.8939318060874939,0.8939319252967834,-1.1920928955078125e-07
0.9595934748649597,0.9597131609916687,-0.00011968612670898438
0.9599600434303284,0.9599600434303284,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9152640104293823,0.915263831615448,1.7881393432617188e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9533387422561646,0.9533387422561646,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9495585560798645,0.9495585560798645,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9725234508514404,0.9725234508514404,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9512279033660889,0.9512280225753784,-1.1920928955078125e-07
0.9699385762214661,0.9699385762214661,0.0
0.9164033532142639,0.9164033532142639,0.0
0.8469048738479614,0.8469048738479614,0.0
0.8568941354751587,0.8568941950798035,-5.960464477539063e-08
0.7152397632598877,0.7152382731437683,1.4901161193847656e-06
0.9206563234329224,0.8427557349205017,0.07790058851242065
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9605436325073242,0.9605437517166138,-1.1920928955078125e-07
0.9507562518119812,0.9507563710212708,-1.1920928955078125e-07
0.9233239889144897,0.9233239889144897,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9590203762054443,0.9590204954147339,-1.1920928955078125e-07
0.9668839573860168,0.9656345248222351,0.0012494325637817383
0.8552320003509521,0.8552320003509521,0.0
0.8316722512245178,0.8316783308982849,-6.079673767089844e-06
0.9678383469581604,0.9678383469581604,0.0
0.9572497010231018,0.9572497010231018,0.0
0.9624446630477905,0.9624446630477905,0.0
0.9338619112968445,0.9338817000389099,-1.9788742065429688e-05
0.6538755893707275,0.6538755893707275,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.86130291223526,0.8831539750099182,-0.021851062774658203
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9349387288093567,0.9349387288093567,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9604989886283875,0.9604989886283875,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9605953097343445,0.9605953097343445,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9273991584777832,0.9273991584777832,0.0
0.6049613356590271,0.6049613952636719,-5.960464477539063e-08
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9637730121612549,0.9637730121612549,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.8457555770874023,0.8458433151245117,-8.7738037109375e-05
0.9094845652580261,0.909424901008606,5.9664249420166016e-05
0.8254514336585999,0.8254514932632446,-5.960464477539063e-08
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9725234508514404,0.9725234508514404,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.8419104814529419,0.8419105410575867,-5.960464477539063e-08
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9662644863128662,0.9662644863128662,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9698513746261597,0.9698513746261597,0.0
0.8437464237213135,0.843746542930603,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9620805978775024,0.9062723517417908,0.05580824613571167
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9599308371543884,0.9599300622940063,7.748603820800781e-07
0.671901285648346,0.6719013452529907,-5.960464477539063e-08
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9629557728767395,0.962955892086029,-1.1920928955078125e-07
0.9225406050682068,0.9225098490715027,3.075599670410156e-05
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.972467839717865,0.9724668264389038,1.0132789611816406e-06
0.9521421790122986,0.9521421790122986,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9473649859428406,0.9473649859428406,0.0
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9094845652580261,0.909424901008606,5.9664249420166016e-05
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.8483651876449585,0.848365306854248,-1.1920928955078125e-07
0.9329253435134888,0.9329254031181335,-5.960464477539063e-08
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9587254524230957,0.9528002738952637,0.005925178527832031
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.9338815808296204,0.9338817000389099,-1.1920928955078125e-07
0.6994620561599731,0.6994619369506836,1.1920928955078125e-07
0.9226189851760864,0.9226069450378418,1.2040138244628906e-05
0.8750317096710205,0.8750318288803101,-1.1920928955078125e-07
0.7736725211143494,0.7736726999282837,-1.7881393432617188e-07
