0.7824001,[126.87940092 240.49767303],[-0.29235528 -0.22140692  0.93032648],0.9611834287643433
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.7810623,[122.86809366 240.46942068],[-0.31364041 -0.15607324  0.93662737],0.9613543748855591
0.7824015,[128.33936603 232.42899604],[-0.19271514  0.04198392  0.98035617],0.9488804340362549
0.78255,[129.2280048  232.81535933],[-0.19518697  0.00589049  0.98074836],0.9559409022331238
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.7823002,[128.89669641 233.9274095 ],[-0.24584769 -0.00332791  0.96930276],0.9384499788284302
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.7824953,[112.4227247  253.34330674],[-0.23380449 -0.46485044  0.85396108],0.6994620561599731
0.7824015,[128.68160873 232.06635275],[-0.19271514  0.04198392  0.98035617],0.9522386193275452
0.7822973,[127.62826119 231.71990978],[-0.23763062  0.07958718  0.96808965],0.8483406901359558
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.76706517,[209.25180493 151.07570856],[ 0.29191922 -0.11192705  0.94987131],0.8419104814529419
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.7660838,[211.30316316 151.6330614 ],[ 0.2364606  -0.09905265  0.966579  ],0.8283453583717346
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.77947557,[118.57180696 240.56308984],[-0.20616341 -0.10019519  0.97337432],0.9420772194862366
0.78151345,[125.16103047 237.59953894],[-0.30296375 -0.1087346   0.94677862],0.9348185062408447
0.7830604,[129.56127335 236.91858686],[-0.21935587 -0.17536482  0.95975527],0.89528489112854
0.7817767,[126.71052061 231.44940803],[-0.21021212  0.06640245  0.97539816],0.7681171894073486
0.7813869,[125.99653941 235.31708724],[-0.23827019  0.01262874  0.9711168 ],0.919418215751648
0.78361404,[131.40958133 230.63355263],[-0.18472227  0.17663613  0.96678713],0.8365339040756226
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.784726,[133.22749215 227.60685059],[-0.16137884  0.34155999  0.92590153],0.8245617747306824
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.78255,[129.52957029 232.5729145 ],[-0.19518697  0.00589049  0.98074836],0.9485049247741699
0.78124106,[121.05821406 242.26042616],[-0.24287136 -0.21072286  0.9468946 ],0.9130325317382812
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.78375757,[133.39871914 230.18058835],[-0.24924178  0.07483707  0.96554541],0.9519252181053162
0.78272575,[116.42675537 225.84262139],[-0.04316343  0.45309454  0.8904169 ],0.7495821714401245
0.7816623,[126.99883784 233.76129906],[-0.20950063  0.04538928  0.97675447],0.9363294243812561
0.7943299,[268.71761537 294.84023069],[0.13577192 0.00109869 0.99073951],0.9209330677986145
0.7815741,[124.66464366 240.61769825],[-0.26355289 -0.17857414  0.94797213],0.9644691944122314
0.7815741,[124.82212367 240.72139083],[-0.26355289 -0.17857414  0.94797213],0.9657636880874634
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.7813032,[124.3631586  238.51016604],[-0.24914251 -0.09764587  0.96353168],0.9114342927932739
0.7824015,[128.31615816 232.70864193],[-0.19271514  0.04198392  0.98035617],0.9534651041030884
0.7824314,[128.06211022 235.53264906],[-0.28450011 -0.09497608  0.95395976],0.8939318060874939
0.78208375,[127.85748418 233.79578616],[-0.22177181  0.03455291  0.9744862 ],0.9595934748649597
0.78299266,[126.58224489 241.25812569],[-0.2502089  -0.17529714  0.95219033],0.9599600434303284
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.7842964,[126.65478896 245.76390344],[-0.3576988  -0.40649916  0.84071993],0.9152640104293823
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.7824015,[128.6768091  232.75267985],[-0.19271514  0.04198392  0.98035617],0.9533387422561646
0.7812102,[123.22504    239.01680714],[-0.23227285 -0.16585997  0.95840482],0.9338815808296204
0.7833215,[123.04909814 246.91034396],[-0.35853024 -0.37059756  0.85680425],0.9495585560798645
